DRG Id,Provider Id,Total Discharges,Average Total Payments,Average Medicare Payments,Average Medicare Payments
827,50262,12,32506.5833333333,22887.5,22887.5
828,220110,12,14000.4166666667,12117.0833333333,12117.0833333333
829,70022,11,33374.4545454545,31006.2727272727,31006.2727272727
834,10033,17,53203.4117647059,40385.3529411765,40385.3529411765
835,50441,13,34504.2307692308,31474.1538461538,31474.1538461538
837,10033,11,49478.4545454545,48041.2727272727,48041.2727272727
838,10033,13,22526.3846153846,21558.6923076923,21558.6923076923
839,100007,16,10063.0625,6159.875,6159.875
840,10033,17,24946.7058823529,24006.6470588235,24006.6470588235
841,10033,20,11930.2,10299.65,10299.65
842,100007,26,7710.53846153846,5643.80769230769,5643.80769230769
843,230046,11,20449.7272727273,13948.0,13948.0
844,220110,13,12485.3846153846,10723.0769230769,10723.0769230769
846,30103,15,28386.4,13569.7333333333,13569.7333333333
847,10033,49,10258.3265306122,7241.02040816326,7241.02040816326
848,40007,12,7051.0,6695.25,6695.25
849,140088,130,15697.8923076923,13775.2769230769,13775.2769230769
853,10033,81,52707.5679012346,44255.7407407407,44255.7407407407
854,10033,19,19338.9473684211,18355.7368421053,18355.7368421053
856,10033,24,28628.5416666667,27820.4583333333,27820.4583333333
857,10033,14,12188.9285714286,11663.7857142857,11663.7857142857
858,230156,11,8635.18181818182,7728.09090909091,7728.09090909091
862,10033,40,16012.4,12496.2,12496.2
863,10033,37,8842.56756756757,6741.86486486486,6741.86486486486
864,10033,19,8004.52631578947,6944.10526315789,6944.10526315789
865,50625,11,24629.5454545455,20674.6363636364,20674.6363636364
866,10033,12,13231.5833333333,4877.83333333333,4877.83333333333
867,10033,14,21073.4285714286,15304.0714285714,15304.0714285714
868,100007,12,14686.0833333333,5210.75,5210.75
870,10033,35,52891.9428571429,43564.7714285714,43564.7714285714
871,10033,547,14684.8519195612,12132.1535648995,12132.1535648995
872,10033,151,9263.06622516556,6875.90728476821,6875.90728476821
880,50441,11,9411.54545454545,7031.18181818182,7031.18181818182
881,180040,36,6116.02777777778,4452.88888888889,4452.88888888889
882,180040,11,6217.54545454545,4608.90909090909,4608.90909090909
883,240057,22,11158.4545454545,5907.04545454545,5907.04545454545
884,50625,24,11787.9583333333,8600.0,8600.0
885,10033,28,8779.17857142857,7155.57142857143,7155.57142857143
886,390110,20,8139.1,4929.45,4929.45
887,390076,14,7999.5,5291.42857142857,5291.42857142857
894,70022,14,6114.5,5110.14285714286,5110.14285714286
895,330101,50,15812.02,12333.58,12333.58
896,50108,14,14816.8571428571,13629.0,13629.0
897,10033,16,6184.375,5400.625,5400.625
904,10033,14,22597.7857142857,18489.2142857143,18489.2142857143
907,10033,29,30318.5862068966,28413.6551724138,28413.6551724138
908,10033,20,15078.75,14094.6,14094.6
909,100007,23,9726.73913043478,6003.78260869565,6003.78260869565
914,100007,29,5308.0,3931.1724137931,3931.1724137931
915,100007,11,21346.0,7039.27272727273,7039.27272727273
916,90011,12,5449.33333333333,3540.91666666667,3540.91666666667
917,10033,32,19392.125,11408.125,11408.125
918,10033,15,6414.46666666667,5266.53333333333,5266.53333333333
919,10033,27,18050.1111111111,15980.2592592593,15980.2592592593
920,10033,28,16555.6071428571,12875.1071428571,12875.1071428571
921,70022,11,7971.0,6900.81818181818,6900.81818181818
923,50025,45,8853.4,7086.44444444444,7086.44444444444
927,440039,11,120275.545454545,117794.0,117794.0
928,10033,26,37587.9615384615,33359.7307692308,33359.7307692308
929,340061,17,28170.7647058824,21021.4117647059,21021.4117647059
934,230273,11,15849.9090909091,14122.1818181818,14122.1818181818
935,10033,20,10931.3,9851.75,9851.75
940,210009,13,38929.2307692308,37905.2307692308,37905.2307692308
945,210009,272,23771.1323529412,22539.5110294118,22539.5110294118
946,210009,60,18944.9,17155.8666666667,17155.8666666667
947,50441,20,26435.45,22430.15,22430.15
948,10033,43,6258.3023255814,5149.27906976744,5149.27906976744
949,490022,11,6544.27272727273,5295.90909090909,5295.90909090909
951,210038,28,66556.1071428571,60289.8214285714,60289.8214285714
956,10033,18,30136.6666666667,28695.3333333333,28695.3333333333
957,10033,16,50224.5625,48698.75,48698.75
958,150056,11,42818.2727272727,39027.3636363636,39027.3636363636
963,10033,15,21854.6666666667,20540.5333333333,20540.5333333333
964,10033,15,11809.1333333333,9619.0,9619.0
969,110083,11,54602.6363636364,51733.9090909091,51733.9090909091
974,10033,26,29897.1153846154,26761.9230769231,26761.9230769231
975,50625,18,15155.3333333333,12573.0555555556,12573.0555555556
976,100022,15,16282.6666666667,12633.6,12633.6
977,90011,13,10452.7692307692,8324.69230769231,8324.69230769231
981,10033,43,39761.7674418605,28557.4651162791,28557.4651162791
982,10033,36,19184.9444444444,17163.8888888889,17163.8888888889
983,10033,11,14169.4545454545,10371.7272727273,10371.7272727273
987,10033,12,32306.0,30588.3333333333,30588.3333333333
988,10033,14,21890.0,9873.57142857143,9873.57142857143
989,180088,13,7850.30769230769,6594.84615384615,6594.84615384615
